0.00013552 -0
0.000149938 -0
0.000165889 -0
0.000183537 -0
0.000203063 -0
0.000224665 -0
0.000248566 -0
0.000275008 -0
0.000304264 -0
0.000336631 -0
0.000372441 -0
0.00041206 -0
0.000455893 -0
0.000504389 -0
0.000558042 -0
0.000617402 -0
0.000683076 -0
0.000755735 -0
0.000836121 -0
0.000925058 -0
0.00102345 -0
0.00113231 -0
0.00125275 -0
0.001386 -0
0.00153341 -0
0.00169651 -0
0.00187695 -0
0.00207658 -0
0.00229744 -0
0.00254178 -0
0.00281212 -0
0.0031112 -0
0.00344208 -0
0.00380815 -0
0.00421315 -0
0.00466122 -0
0.00515693 -0
0.00570536 -0
0.0063121 -0
0.00698336 -0
0.007726 -0
0.0085476 -0
0.00945656 -0
0.0104622 -0
0.0115747 -0
0.0128056 -0
0.0141673 -0
0.0156737 -0
0.0173404 -0
0.0191843 -0
0.0212242 -0
0.023481 -0
0.0259777 -0
0.0287399 -0
0.0317958 -0
0.0351765 -0
0.0389167 -0
0.0430545 -0
0.0476322 -0
0.0526966 -0
0.0582994 -0
0.0644978 0.015319
0.0713551 0.0553879
0.0789414 -0.0125163
0.0873342 -0.0226272
0.0966192 0.276119
0.106891 0.272696
0.118255 0.509693
0.130827 1.17069
0.144735 1.39614
0.160122 2.10737
0.177145 3.63687
0.195977 4.8002
0.21681 7.1147
0.239858 11.4139
0.265356 13.2611
0.293564 18.088
0.324771 26.8581
0.359294 30.167
0.397487 31.8763
0.43974 29.7604
0.486483 25.1602
0.538194 19.1835
0.595402 11.5769
0.658689 7.25593
0.728704 4.96921
0.806159 3.46116
0.891846 2.09518
0.98664 1.68929
1.09151 1.63206
1.20752 0.853699
1.33587 0.432812
1.47785 0.61369
1.63492 0.373316
1.80868 0.280699
2.00091 0.188733
2.21357 0.0271142
2.44883 0.176298
